"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"1400000US25009223300","Census Tract 2233; Essex County; Massachusetts","4725","453","3318","428","3318","428","3221","421","97","69","0","19","1407","203",
"1400000US25009250100","Census Tract 2501; Essex County; Massachusetts","3827","385","2627","439","2627","439","2451","424","176","112","0","19","1200","305",
"1400000US25009250200","Census Tract 2502; Essex County; Massachusetts","4680","751","3467","567","3467","567","3218","552","249","144","0","19","1213","486",
"1400000US25009250300","Census Tract 2503; Essex County; Massachusetts","2119","394","1501","387","1501","387","1320","407","181","88","0","14","618","149",
"1400000US25009250400","Census Tract 2504; Essex County; Massachusetts","3408","578","1792","429","1792","429","1605","349","187","194","0","14","1616","390",
"1400000US25009250500","Census Tract 2505; Essex County; Massachusetts","3557","528","2631","441","2631","441","2413","405","218","126","0","14","926","222",
"1400000US25009250600","Census Tract 2506; Essex County; Massachusetts","4663","553","3251","507","3251","507","2841","426","410","193","0","19","1412","294",
"1400000US25009250700","Census Tract 2507; Essex County; Massachusetts","4192","620","2725","419","2725","419","2541","403","184","112","0","19","1467","408",
"1400000US25009250800","Census Tract 2508; Essex County; Massachusetts","6240","656","4234","539","4213","540","3817","554","396","204","21","47","2006","405",
"1400000US25009250900","Census Tract 2509; Essex County; Massachusetts","1702","228","940","230","933","226","767","162","166","120","7","27","762","164",
"1400000US25009251000","Census Tract 2510; Essex County; Massachusetts","1544","266","851","224","851","224","769","223","82","64","0","14","693","201",
"1400000US25009251100","Census Tract 2511; Essex County; Massachusetts","2408","339","1050","301","1050","301","973","310","77","65","0","14","1358","251",
"1400000US25009251200","Census Tract 2512; Essex County; Massachusetts","1327","273","885","266","885","266","856","268","29","29","0","14","442","164",
"1400000US25009251300","Census Tract 2513; Essex County; Massachusetts","2701","478","1766","377","1766","377","1492","388","274","113","0","14","935","256",
"1400000US25009251400","Census Tract 2514; Essex County; Massachusetts","4102","489","2808","417","2808","417","2564","361","244","176","0","19","1294","264",
"1400000US25009251500","Census Tract 2515; Essex County; Massachusetts","5256","655","3895","581","3895","581","3684","578","211","151","0","19","1361","330",
"1400000US25009251600","Census Tract 2516; Essex County; Massachusetts","5478","680","4452","624","4452","624","3973","452","479","434","0","19","1026","254",
"1400000US25009251700","Census Tract 2517; Essex County; Massachusetts","4417","562","3109","500","3109","500","2769","530","340","198","0","19","1308","293",
"1400000US25009251800","Census Tract 2518; Essex County; Massachusetts","6225","725","4627","666","4627","666","4584","666","43","57","0","19","1598","363",
"1400000US25009252101","Census Tract 2521.01; Essex County; Massachusetts","2896","487","1967","479","1967","479","1852","466","115","94","0","14","929","178",
"1400000US25009252102","Census Tract 2521.02; Essex County; Massachusetts","3766","526","2574","455","2574","455","2479","458","95","73","0","14","1192","206",
"1400000US25009252201","Census Tract 2522.01; Essex County; Massachusetts","2862","452","1982","382","1982","382","1902","351","80","66","0","14","880","259",
"1400000US25009252202","Census Tract 2522.02; Essex County; Massachusetts","2638","374","1890","311","1890","311","1877","308","13","16","0","14","748","152",
"1400000US25009252300","Census Tract 2523; Essex County; Massachusetts","6510","981","4178","813","4178","813","3828","687","350","231","0","19","2332","359",
"1400000US25009252400","Census Tract 2524; Essex County; Massachusetts","3733","545","2793","474","2793","474","2554","408","239","136","0","14","940","231",
"1400000US25009252501","Census Tract 2525.01; Essex County; Massachusetts","3924","532","2842","486","2842","486","2644","490","198","135","0","19","1082","208",
"1400000US25009252502","Census Tract 2525.02; Essex County; Massachusetts","4013","318","2757","279","2757","279","2577","272","180","83","0","14","1256","201",
"1400000US25009252601","Census Tract 2526.01; Essex County; Massachusetts","5788","615","3921","498","3921","498","3649","429","272","173","0","19","1867","413",
"1400000US25009252602","Census Tract 2526.02; Essex County; Massachusetts","4649","542","3483","503","3483","503","3311","497","172","92","0","19","1166","206",
"1400000US25009252603","Census Tract 2526.03; Essex County; Massachusetts","2608","357","1761","343","1761","343","1712","346","49","43","0","14","847","183",
"1400000US25009253100","Census Tract 2531; Essex County; Massachusetts","4881","515","3684","520","3684","520","3552","491","132","102","0","19","1197","214",
"1400000US25009253201","Census Tract 2532.01; Essex County; Massachusetts","2708","601","1958","486","1958","486","1896","487","62","54","0","14","750","218",
"1400000US25009253202","Census Tract 2532.02; Essex County; Massachusetts","6555","905","4030","685","4030","685","3882","704","148","91","0","19","2525","644",
"1400000US25009253203","Census Tract 2532.03; Essex County; Massachusetts","3355","298","2089","207","2089","207","2018","219","71","56","0","14","1266","198",
"1400000US25009253204","Census Tract 2532.04; Essex County; Massachusetts","4770","465","3280","444","3280","444","3188","436","92","71","0","19","1490","265",
"1400000US25009253205","Census Tract 2532.05; Essex County; Massachusetts","3156","382","2192","340","2192","340","2131","342","61","39","0","14","964","167",
"1400000US25009254100","Census Tract 2541; Essex County; Massachusetts","4822","486","3409","455","3409","455","3296","447","113","82","0","19","1413","245",
"1400000US25009254200","Census Tract 2542; Essex County; Massachusetts","4773","515","3182","531","3182","531","2796","347","386","278","0","19","1591","194",
"1400000US25009254301","Census Tract 2543.01; Essex County; Massachusetts","3695","349","2626","303","2626","303","2412","290","214","169","0","14","1069","200",
"1400000US25009254302","Census Tract 2543.02; Essex County; Massachusetts","3885","404","2995","366","2995","366","2908","374","87","75","0","14","890","202",
"1400000US25009254401","Census Tract 2544.01; Essex County; Massachusetts","2875","350","1921","235","1921","235","1816","234","105","64","0","14","954","269",
"1400000US25009254402","Census Tract 2544.02; Essex County; Massachusetts","6380","446","4352","409","4352","409","4238","416","114","63","0","19","2028","355",
"1400000US25009254403","Census Tract 2544.03; Essex County; Massachusetts","2982","302","2125","241","2099","240","1968","228","131","65","26","37","857","143",
"1400000US25009260100","Census Tract 2601; Essex County; Massachusetts","4190","567","2698","460","2695","461","2165","383","530","310","3","3","1492","386",
"1400000US25009260200","Census Tract 2602; Essex County; Massachusetts","3102","309","1800","212","1800","212","1502","214","298","144","0","14","1302","262",
"1400000US25009260301","Census Tract 2603.01; Essex County; Massachusetts","3839","399","2782","391","2782","391","2597","353","185","126","0","14","1057","185",
"1400000US25009260302","Census Tract 2603.02; Essex County; Massachusetts","2914","441","1865","392","1865","392","1806","380","59","42","0","14","1049","153",
"1400000US25009260401","Census Tract 2604.01; Essex County; Massachusetts","3402","390","2460","376","2460","376","2366","364","94","53","0","14","942","131",
"1400000US25009260402","Census Tract 2604.02; Essex County; Massachusetts","5945","762","3791","483","3791","483","3641","484","150","94","0","19","2154","658",
"1400000US25009260500","Census Tract 2605; Essex County; Massachusetts","3079","476","2112","502","2093","499","1991","429","102","98","19","27","967","185",
"1400000US25009260600","Census Tract 2606; Essex County; Massachusetts","3015","495","2100","384","2089","391","2020","383","69","62","11","18","915","290",
"1400000US25009260700","Census Tract 2607; Essex County; Massachusetts","4163","513","3033","377","3033","377","2868","366","165","103","0","19","1130","373",
"1400000US25009260800","Census Tract 2608; Essex County; Massachusetts","4565","723","3258","559","3258","559","3100","558","158","127","0","19","1307","452",
"1400000US25009260900","Census Tract 2609; Essex County; Massachusetts","4630","604","2788","427","2788","427","2788","427","0","19","0","19","1842","559",
"1400000US25009261000","Census Tract 2610; Essex County; Massachusetts","3918","461","2996","351","2996","351","2935","336","61","55","0","14","922","300",
"1400000US25009261101","Census Tract 2611.01; Essex County; Massachusetts","4389","737","2956","491","2950","489","2822","418","128","147","6","11","1433","327",
"1400000US25009261102","Census Tract 2611.02; Essex County; Massachusetts","3680","474","3027","408","3027","408","2900","411","127","109","0","14","653","230",
"1400000US25009262100","Census Tract 2621; Essex County; Massachusetts","5665","282","3918","340","3918","340","3859","364","59","54","0","19","1747","262",
"1400000US25009263100","Census Tract 2631; Essex County; Massachusetts","3860","126","2679","173","2679","173","2615","169","64","40","0","14","1181","201",
"1400000US25009264100","Census Tract 2641; Essex County; Massachusetts","5458","249","3897","271","3897","271","3701","279","196","141","0","19","1561","309",
"1400000US25009265101","Census Tract 2651.01; Essex County; Massachusetts","3167","288","2162","283","2162","283","2122","278","40","39","0","14","1005","176",
"1400000US25009265102","Census Tract 2651.02; Essex County; Massachusetts","3644","391","2352","259","2352","259","2314","254","38","35","0","14","1292","326",
"1400000US25009266100","Census Tract 2661; Essex County; Massachusetts","3778","421","2755","421","2755","421","2627","407","128","63","0","14","1023","160",
"1400000US25009266200","Census Tract 2662; Essex County; Massachusetts","4308","493","2819","429","2819","429","2788","432","31","31","0","19","1489","343",
"1400000US25009266300","Census Tract 2663; Essex County; Massachusetts","3340","341","2472","300","2472","300","2438","300","34","31","0","14","868","182",
"1400000US25009266400","Census Tract 2664; Essex County; Massachusetts","2910","385","2091","374","2091","374","1914","305","177","155","0","14","819","168",
"1400000US25009267102","Census Tract 2671.02; Essex County; Massachusetts","4834","372","3169","303","3169","303","2939","301","230","229","0","19","1665","270",
"1400000US25009267103","Census Tract 2671.03; Essex County; Massachusetts","1618","279","982","240","982","240","894","245","88","70","0","14","636","127",
"1400000US25009267104","Census Tract 2671.04; Essex County; Massachusetts","1914","289","1179","304","1179","304","1129","299","50","48","0","14","735","154",
"1400000US25009268100","Census Tract 2681; Essex County; Massachusetts","2184","282","1483","208","1483","208","1452","210","31","23","0","14","701","151",
"1400000US25009268200","Census Tract 2682; Essex County; Massachusetts","5503","427","3711","534","3711","534","3494","471","217","183","0","19","1792","287",
"1400000US25009268300","Census Tract 2683; Essex County; Massachusetts","3710","520","2420","428","2420","428","2325","443","95","106","0","14","1290","327",
"1400000US25009268400","Census Tract 2684; Essex County; Massachusetts","3826","490","2433","395","2433","395","2266","349","167","130","0","14","1393","274",
"1400000US25009269100","Census Tract 2691; Essex County; Massachusetts","5820","177","3916","247","3916","247","3827","250","89","62","0","19","1904","268",
"1400000US25009270100","Census Tract 2701; Essex County; Massachusetts","5244","253","3813","355","3813","355","3686","374","127","93","0","19","1431","260",
"1400000US25009990100","Census Tract 9901; Essex County; Massachusetts","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US25011040100","Census Tract 401; Franklin County; Massachusetts","3823","250","2190","203","2186","203","2088","204","98","34","4","5","1633","164",
"1400000US25011040200","Census Tract 402; Franklin County; Massachusetts","3813","237","2515","216","2515","216","2413","212","102","72","0","14","1298","153",
"1400000US25011040300","Census Tract 403; Franklin County; Massachusetts","2526","97","1651","171","1651","171","1575","177","76","53","0","14","875","144",
"1400000US25011040400","Census Tract 404; Franklin County; Massachusetts","2858","213","1819","188","1819","188","1720","162","99","43","0","14","1039","103",
"1400000US25011040501","Census Tract 405.01; Franklin County; Massachusetts","3253","346","1966","299","1966","299","1731","237","235","160","0","14","1287","270",
"1400000US25011040502","Census Tract 405.02; Franklin County; Massachusetts","2867","257","1570","224","1570","224","1500","210","70","46","0","14","1297","229",
"1400000US25011040600","Census Tract 406; Franklin County; Massachusetts","4047","309","2583","255","2574","256","2414","233","160","88","9","13","1464","134",
"1400000US25011040701","Census Tract 407.01; Franklin County; Massachusetts","3369","305","2273","250","2273","250","2146","256","127","60","0","14","1096","183",
"1400000US25011040702","Census Tract 407.02; Franklin County; Massachusetts","3720","282","2304","305","2304","305","2197","273","107","72","0","14","1416","228",
"1400000US25011040800","Census Tract 408; Franklin County; Massachusetts","4610","251","3325","295","3325","295","3126","311","199","115","0","19","1285","217",
"1400000US25011040900","Census Tract 409; Franklin County; Massachusetts","4680","119","3251","265","3251","265","3161","268","90","76","0","19","1429","266",
"1400000US25011041000","Census Tract 410; Franklin County; Massachusetts","2834","246","1749","232","1749","232","1638","235","111","80","0","14","1085","209",
"1400000US25011041100","Census Tract 411; Franklin County; Massachusetts","2940","252","1687","173","1687","173","1577","176","110","74","0","14","1253","157",
"1400000US25011041200","Census Tract 412; Franklin County; Massachusetts","2569","285","1695","252","1695","252","1587","239","108","82","0","14","874","177",
"1400000US25011041301","Census Tract 413.01; Franklin County; Massachusetts","2291","319","1263","199","1263","199","1196","204","67","64","0","14","1028","293",
"1400000US25011041302","Census Tract 413.02; Franklin County; Massachusetts","1971","248","1085","180","1085","180","982","191","103","70","0","14","886","210",
"1400000US25011041400","Census Tract 414; Franklin County; Massachusetts","2223","220","1196","206","1196","206","1150","199","46","47","0","14","1027","167",
"1400000US25011041501","Census Tract 415.01; Franklin County; Massachusetts","3182","173","1958","176","1958","176","1897","172","61","43","0","14","1224","129",
"1400000US25011041502","Census Tract 415.02; Franklin County; Massachusetts","3122","255","1797","186","1797","186","1728","180","69","38","0","14","1325","148",
"1400000US25013800101","Census Tract 8001.01; Hampden County; Massachusetts","3374","511","1959","366","1959","366","1921","362","38","50","0","14","1415","403",
"1400000US25013800102","Census Tract 8001.02; Hampden County; Massachusetts","3685","569","2029","404","2029","404","1884","391","145","95","0","14","1656","360",
"1400000US25013800201","Census Tract 8002.01; Hampden County; Massachusetts","5708","706","3701","805","3701","805","3544","763","157","106","0","19","2007","653",
"1400000US25013800202","Census Tract 8002.02; Hampden County; Massachusetts","1237","231","789","200","789","200","750","201","39","40","0","14","448","111",
"1400000US25013800300","Census Tract 8003; Hampden County; Massachusetts","3695","509","2188","549","2188","549","1841","384","347","284","0","14","1507","229",
"1400000US25013800400","Census Tract 8004; Hampden County; Massachusetts","4977","960","2783","757","2783","757","2528","700","255","249","0","19","2194","593",
"1400000US25013800500","Census Tract 8005; Hampden County; Massachusetts","2561","471","1562","429","1562","429","1442","405","120","80","0","14","999","240",
"1400000US25013800600","Census Tract 8006; Hampden County; Massachusetts","1835","302","776","188","776","188","644","156","132","89","0","14","1059","243",
"1400000US25013800700","Census Tract 8007; Hampden County; Massachusetts","2990","456","1316","305","1316","305","1209","295","107","68","0","14","1674","334",
"1400000US25013800800","Census Tract 8008; Hampden County; Massachusetts","1482","252","628","128","628","128","440","111","188","95","0","14","854","194",
"1400000US25013800900","Census Tract 8009; Hampden County; Massachusetts","3722","541","1810","433","1810","433","1586","419","224","139","0","14","1912","386",
"1400000US25013801101","Census Tract 8011.01; Hampden County; Massachusetts","1398","177","725","199","694","192","547","171","147","179","31","47","673","142",
"1400000US25013801102","Census Tract 8011.02; Hampden County; Massachusetts","1043","240","746","164","746","164","746","164","0","14","0","14","297","118",
"1400000US25013801200","Census Tract 8012; Hampden County; Massachusetts","1950","338","960","238","960","238","925","231","35","41","0","14","990","291",
"1400000US25013801300","Census Tract 8013; Hampden County; Massachusetts","4035","517","1826","305","1814","307","1562","258","252","111","12","24","2209","463",
"1400000US25013801401","Census Tract 8014.01; Hampden County; Massachusetts","2972","445","1576","351","1576","351","1428","245","148","171","0","14","1396","280",
"1400000US25013801402","Census Tract 8014.02; Hampden County; Massachusetts","2218","353","1262","271","1262","271","1159","249","103","56","0","14","956","152",
"1400000US25013801501","Census Tract 8015.01; Hampden County; Massachusetts","4637","780","2842","587","2842","587","2483","568","359","195","0","19","1795","460",
"1400000US25013801502","Census Tract 8015.02; Hampden County; Massachusetts","2467","363","1501","361","1501","361","1397","359","104","67","0","14","966","203",
"1400000US25013801503","Census Tract 8015.03; Hampden County; Massachusetts","3121","492","1856","351","1856","351","1745","353","111","74","0","14","1265","252",
"1400000US25013801601","Census Tract 8016.01; Hampden County; Massachusetts","4270","592","2312","524","2312","524","2139","457","173","154","0","14","1958","268",
"1400000US25013801602","Census Tract 8016.02; Hampden County; Massachusetts","3736","358","2046","343","2046","343","1933","326","113","82","0","14","1690","367",
"1400000US25013801603","Census Tract 8016.03; Hampden County; Massachusetts","3190","352","2121","290","2111","288","2021","271","90","65","10","15","1069","201",
"1400000US25013801604","Census Tract 8016.04; Hampden County; Massachusetts","3100","420","2021","375","2021","375","1946","365","75","61","0","14","1079","199",
"1400000US25013801605","Census Tract 8016.05; Hampden County; Massachusetts","3355","471","2220","408","2200","412","2079","419","121","79","20","32","1135","274",
"1400000US25013801700","Census Tract 8017; Hampden County; Massachusetts","5942","570","2425","524","2425","524","2207","488","218","129","0","19","3517","352",
"1400000US25013801800","Census Tract 8018; Hampden County; Massachusetts","2819","502","1504","455","1504","455","1305","372","199","147","0","14","1315","295",
"1400000US25013801901","Census Tract 8019.01; Hampden County; Massachusetts","3082","668","1749","565","1749","565","1535","555","214","123","0","14","1333","403",
"1400000US25013801902","Census Tract 8019.02; Hampden County; Massachusetts","2486","399","1160","280","1160","280","800","200","360","185","0","14","1326","355",
"1400000US25013802000","Census Tract 8020; Hampden County; Massachusetts","1795","290","730","262","730","262","648","226","82","76","0","14","1065","207",
"1400000US25013802101","Census Tract 8021.01; Hampden County; Massachusetts","5380","871","3302","744","3302","744","3172","749","130","135","0","19","2078","436",
"1400000US25013802200","Census Tract 8022; Hampden County; Massachusetts","2472","621","1406","551","1406","551","1353","550","53","63","0","14","1066","277",
"1400000US25013802300","Census Tract 8023; Hampden County; Massachusetts","5003","912","3267","749","3267","749","2690","554","577","407","0","19","1736","434",
"1400000US25013802400","Census Tract 8024; Hampden County; Massachusetts","3134","389","1828","302","1828","302","1789","294","39","31","0","14","1306","328",
"1400000US25013802500","Census Tract 8025; Hampden County; Massachusetts","6025","664","4167","577","4167","577","3983","593","184","116","0","19","1858","344",
"1400000US25013802601","Census Tract 8026.01; Hampden County; Massachusetts","5649","895","3400","500","3400","500","3066","471","334","178","0","19","2249","757",
"1400000US25013802602","Census Tract 8026.02; Hampden County; Massachusetts","1455","113","970","148","970","148","929","142","41","43","0","14","485","100",
"1400000US25013810100","Census Tract 8101; Hampden County; Massachusetts","5599","473","3286","567","3172","593","3098","605","74","68","114","144","2313","517",
"1400000US25013810200","Census Tract 8102; Hampden County; Massachusetts","2250","331","1356","295","1329","302","1265","291","64","54","27","43","894","192",
"1400000US25013810300","Census Tract 8103; Hampden County; Massachusetts","2926","433","2084","341","2084","341","2032","353","52","43","0","14","842","236",
"1400000US25013810403","Census Tract 8104.03; Hampden County; Massachusetts","3974","522","2765","451","2765","451","2617","455","148","81","0","14","1209","270",
"1400000US25013810404","Census Tract 8104.04; Hampden County; Massachusetts","3037","477","1866","279","1866","279","1798","272","68","62","0","14","1171","310",
"1400000US25013810412","Census Tract 8104.12; Hampden County; Massachusetts","4987","531","2978","423","2978","423","2850","417","128","107","0","19","2009","345",
"1400000US25013810414","Census Tract 8104.14; Hampden County; Massachusetts","6094","550","3688","633","3688","633","3479","635","209","143","0","19","2406","376",
"1400000US25013810601","Census Tract 8106.01; Hampden County; Massachusetts","3694","547","1930","419","1930","419","1771","383","159","88","0","14","1764","362",
"1400000US25013810602","Census Tract 8106.02; Hampden County; Massachusetts","2604","460","1533","426","1533","426","1506","427","27","25","0","14","1071","262",
"1400000US25013810700","Census Tract 8107; Hampden County; Massachusetts","5306","760","2940","429","2940","429","2569","386","371","247","0","19","2366","530",
"1400000US25013810800","Census Tract 8108; Hampden County; Massachusetts","3325","551","1847","291","1847","291","1750","276","97","65","0","14","1478","439",
"1400000US25013810901","Census Tract 8109.01; Hampden County; Massachusetts","1810","306","1212","300","1212","300","1111","293","101","67","0","14","598","167",
"1400000US25013810902","Census Tract 8109.02; Hampden County; Massachusetts","3643","448","2390","426","2390","426","2162","372","228","227","0","14","1253","241",
"1400000US25013811000","Census Tract 8110; Hampden County; Massachusetts","3936","489","2518","376","2518","376","2376","368","142","99","0","19","1418","304",
"1400000US25013811101","Census Tract 8111.01; Hampden County; Massachusetts","3377","545","2025","431","2025","431","1867","417","158","111","0","14","1352","298",
"1400000US25013811102","Census Tract 8111.02; Hampden County; Massachusetts","4939","560","3270","559","3270","559","2972","507","298","249","0","19","1669","327",
"1400000US25013811200","Census Tract 8112; Hampden County; Massachusetts","3757","459","2106","376","2106","376","2046","353","60","69","0","14","1651","305",
"1400000US25013811301","Census Tract 8113.01; Hampden County; Massachusetts","5070","823","3251","658","3251","658","3211","663","40","36","0","19","1819","406",
"1400000US25013811302","Census Tract 8113.02; Hampden County; Massachusetts","4547","510","2869","447","2794","461","2730","444","64","63","75","70","1678","389",
"1400000US25013811400","Census Tract 8114; Hampden County; Massachusetts","1695","259","806","182","806","182","734","165","72","46","0","14","889","194",
"1400000US25013811500","Census Tract 8115; Hampden County; Massachusetts","1249","153","534","133","534","133","364","141","170","85","0","14","715","131",
"1400000US25013811600","Census Tract 8116; Hampden County; Massachusetts","2296","467","905","340","905","340","742","392","163","110","0","14","1391","339",
"1400000US25013811700","Census Tract 8117; Hampden County; Massachusetts","1417","286","563","216","563","216","493","216","70","87","0","14","854","229",
"1400000US25013811800","Census Tract 8118; Hampden County; Massachusetts","3275","402","1859","344","1859","344","1783","338","76","69","0","14","1416","296",
"1400000US25013811900","Census Tract 8119; Hampden County; Massachusetts","2907","345","1774","232","1757","237","1750","236","7","11","17","23","1133","225",
"1400000US25013812001","Census Tract 8120.01; Hampden County; Massachusetts","2769","365","1681","341","1681","341","1562","357","119","93","0","14","1088","221",
"1400000US25013812002","Census Tract 8120.02; Hampden County; Massachusetts","3582","475","2154","376","2154","376","1751","311","403","234","0","14","1428","323",
"1400000US25013812101","Census Tract 8121.01; Hampden County; Massachusetts","4672","508","2883","440","2883","440","2811","442","72","85","0","19","1789","269",
"1400000US25013812103","Census Tract 8121.03; Hampden County; Massachusetts","3459","456","1552","419","1552","419","1509","429","43","60","0","14","1907","323",
"1400000US25013812104","Census Tract 8121.04; Hampden County; Massachusetts","3209","378","1889","354","1889","354","1801","337","88","77","0","14","1320","317",
"1400000US25013812201","Census Tract 8122.01; Hampden County; Massachusetts","3886","598","2367","363","2367","363","2249","346","118","105","0","14","1519","391",
"1400000US25013812202","Census Tract 8122.02; Hampden County; Massachusetts","3449","327","2596","346","2596","346","2454","333","142","108","0","14","853","174",
"1400000US25013812300","Census Tract 8123; Hampden County; Massachusetts","4191","609","2642","535","2642","535","2303","548","339","231","0","19","1549","401",
"1400000US25013812401","Census Tract 8124.01; Hampden County; Massachusetts","5670","676","4209","650","4173","657","4002","645","171","117","36","45","1461","220",
"1400000US25013812403","Census Tract 8124.03; Hampden County; Massachusetts","3158","337","1860","301","1860","301","1817","292","43","41","0","14","1298","170",
"1400000US25013812404","Census Tract 8124.04; Hampden County; Massachusetts","3324","481","2072","331","2072","331","1950","348","122","87","0","14","1252","274",
"1400000US25013812500","Census Tract 8125; Hampden County; Massachusetts","6154","569","4082","569","4082","569","3925","530","157","131","0","19","2072","407",
"1400000US25013812600","Census Tract 8126; Hampden County; Massachusetts","5375","554","3532","512","3532","512","3420","507","112","66","0","19","1843","246",
"1400000US25013812701","Census Tract 8127.01; Hampden County; Massachusetts","3416","475","2093","352","2093","352","1997","349","96","51","0","14","1323","302",
"1400000US25013812702","Census Tract 8127.02; Hampden County; Massachusetts","4427","585","2531","512","2531","512","2454","497","77","87","0","19","1896","314",
"1400000US25013812800","Census Tract 8128; Hampden County; Massachusetts","5961","533","4028","507","4028","507","3941","498","87","94","0","19","1933","306",
"1400000US25013812901","Census Tract 8129.01; Hampden County; Massachusetts","2617","311","1654","273","1654","273","1622","264","32","33","0","14","963","225",
"1400000US25013812902","Census Tract 8129.02; Hampden County; Massachusetts","4079","468","2684","359","2684","359","2638","361","46","40","0","14","1395","249",
"1400000US25013812903","Census Tract 8129.03; Hampden County; Massachusetts","2145","54","446","171","446","171","420","148","26","37","0","14","1699","180",
"1400000US25013813001","Census Tract 8130.01; Hampden County; Massachusetts","2450","164","1548","131","1546","131","1514","130","32","16","2","4","902","120",
"1400000US25013813002","Census Tract 8130.02; Hampden County; Massachusetts","3345","243","2001","205","1997","205","1928","201","69","39","4","5","1344","188",
"1400000US25013813101","Census Tract 8131.01; Hampden County; Massachusetts","4587","251","3322","328","3322","328","3262","323","60","56","0","19","1265","299",
"1400000US25013813102","Census Tract 8131.02; Hampden County; Massachusetts","3123","252","1931","194","1917","194","1816","198","101","51","14","22","1192","209",
"1400000US25013813204","Census Tract 8132.04; Hampden County; Massachusetts","2707","377","1678","353","1672","348","1619","298","53","70","6","11","1029","228",
"1400000US25013813205","Census Tract 8132.05; Hampden County; Massachusetts","6362","683","3681","571","3672","569","3462","564","210","174","9","17","2681","341",
"1400000US25013813206","Census Tract 8132.06; Hampden County; Massachusetts","3390","718","2295","522","2295","522","2197","527","98","50","0","14","1095","304",
"1400000US25013813207","Census Tract 8132.07; Hampden County; Massachusetts","3991","373","2724","336","2724","336","2672","340","52","46","0","14","1267","278",
"1400000US25013813208","Census Tract 8132.08; Hampden County; Massachusetts","2846","444","1799","324","1799","324","1711","321","88","54","0","14","1047","290",
"1400000US25013813209","Census Tract 8132.09; Hampden County; Massachusetts","4747","426","2858","394","2858","394","2761","399","97","88","0","19","1889","220",
"1400000US25013813301","Census Tract 8133.01; Hampden County; Massachusetts","5376","505","3277","340","3277","340","3140","346","137","101","0","19","2099","428",
"1400000US25013813303","Census Tract 8133.03; Hampden County; Massachusetts","3597","306","1979","211","1979","211","1912","209","67","44","0","14","1618","201",
"1400000US25013813304","Census Tract 8133.04; Hampden County; Massachusetts","3292","446","2079","340","2058","338","1817","261","241","117","21","24","1213","254",
"1400000US25013813401","Census Tract 8134.01; Hampden County; Massachusetts","4270","407","2957","369","2930","375","2930","375","0","19","27","42","1313","337",
"1400000US25013813403","Census Tract 8134.03; Hampden County; Massachusetts","3483","397","2274","407","2274","407","2122","408","152","101","0","14","1209","234",
"1400000US25013813404","Census Tract 8134.04; Hampden County; Massachusetts","5656","432","3488","375","3488","375","3387","370","101","79","0","19","2168","306",
"1400000US25013813500","Census Tract 8135; Hampden County; Massachusetts","4285","87","2673","241","2662","241","2528","185","134","103","11","18","1612","250",
"1400000US25013813601","Census Tract 8136.01; Hampden County; Massachusetts","6721","568","4024","499","4024","499","3920","503","104","70","0","19","2697","437",
"1400000US25013813602","Census Tract 8136.02; Hampden County; Massachusetts","5033","602","3438","529","3438","529","3355","523","83","82","0","19","1595","322",
"1400000US25013813701","Census Tract 8137.01; Hampden County; Massachusetts","2824","309","1787","256","1787","256","1633","233","154","89","0","14","1037","282",
"1400000US25013813702","Census Tract 8137.02; Hampden County; Massachusetts","4089","379","2389","400","2389","400","2284","413","105","65","0","14","1700","298",
"1400000US25013813801","Census Tract 8138.01; Hampden County; Massachusetts","3735","204","2357","187","2357","187","2250","176","107","45","0","14","1378","130",
"1400000US25013813802","Census Tract 8138.02; Hampden County; Massachusetts","3006","149","1875","153","1875","153","1835","154","40","35","0","14","1131","195",
"1400000US25015820101","Census Tract 8201.01; Hampshire County; Massachusetts","5896","420","3392","425","3392","425","3277","439","115","94","0","19","2504","390",
"1400000US25015820102","Census Tract 8201.02; Hampshire County; Massachusetts","2635","361","1518","286","1518","286","1182","205","336","187","0","14","1117","207",
"1400000US25015820205","Census Tract 8202.05; Hampshire County; Massachusetts","6241","511","4291","443","4291","443","4157","441","134","67","0","19","1950","254",
"1400000US25015820206","Census Tract 8202.06; Hampshire County; Massachusetts","3354","472","2035","445","2035","445","1940","421","95","71","0","14","1319","237",
"1400000US25015820207","Census Tract 8202.07; Hampshire County; Massachusetts","4211","447","2853","416","2853","416","2829","417","24","30","0","19","1358","270",
